Issued,Paid,Status,Location,Ward,Ticket Destination,Zone Name,Outstanding,Offence
22/04/2020 13:13,£0.00,Cancelled,Brown Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23
22/04/2020 13:19,-£35.00,Pre-NtO Discount,Water Street (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
22/04/2020 13:20,-£35.00,Pre-NtO Discount,Water Street (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
22/04/2020 13:34,-£35.00,Pre-NtO Discount,New Elm Road,Deansgate,Affixed to vehicle,No Waiting,£0.00,1
22/04/2020 14:11,-£35.00,Pre-NtO Discount,Rusholme Place,Rusholme,Affixed to vehicle,Restricted Area,£0.00,2
22/04/2020 16:19,-£35.00,Pre-NtO Discount,Cable Street,Piccadilly,Affixed to vehicle,Restricted Parking,£0.00,1
22/04/2020 16:47,-£35.00,Pre-NtO Discount,Todd Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
22/04/2020 17:02,-£35.00,Pre-NtO Discount,Edge Street (City Centre),Piccadilly,Affixed to vehicle,GV Loading Bay,£0.00,23
22/04/2020 17:13,-£35.00,Pre-NtO Discount,Luna Street,Anc & Besw,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 08:48,-£35.00,Pre-NtO Discount,INCHLEY ROAD,Ardwick,Affixed to vehicle,No Waiting At Any Time,£0.00,27
23/04/2020 08:49,£0.00,Post CC,INCHLEY ROAD,Ardwick,Affixed to vehicle,No Waiting At Any Time,£105.00,27
23/04/2020 09:10,-£35.00,Pre-NtO Discount,Cross Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23
23/04/2020 09:17,-£35.00,Pre-NtO Discount,Wilbraham Road (Chorlton),Chorlton,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
23/04/2020 09:39,-£35.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 09:42,-£35.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 10:09,-£35.00,Pre-NtO Discount,Lord Street,Cheetham,Affixed to vehicle,No Waiting,£0.00,27
23/04/2020 10:09,-£35.00,Pre-NtO Discount,Cateaton Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23
23/04/2020 10:17,-£35.00,Pre-NtO Discount,Red Bank,Cheetham,Affixed to vehicle,Restricted Area,£0.00,1
23/04/2020 11:43,£0.00,Post CC,Young Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£105.00,1
23/04/2020 11:43,£0.00,Post CC,Young Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£105.00,1
23/04/2020 11:46,-£35.00,Pre-NtO Discount,Cheltenham Road,Chorlton,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 11:48,-£105.00,Post CC,Cheltenham Road,Chorlton,Handed To Driver,No Waiting At Any Time,£0.00,1
23/04/2020 11:52,-£70.00,Post NtO,Lower Ormond Street (Hulme),Hulme,Affixed to vehicle,No Waiting,£0.00,26
23/04/2020 12:01,-£35.00,Pre-NtO Discount,Lower Ormond Street (Hulme),Hulme,Affixed to vehicle,No Waiting,£0.00,1
23/04/2020 12:08,-£35.00,Pre-NtO Discount,Chester Road (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 12:18,£0.00,Post NtO,Lower Ormond Street (Hulme),Hulme,Affixed to vehicle,No Loading at Any Time,£70.00,2
23/04/2020 12:18,-£35.00,Pre-NtO Discount,HIGHER ORMOND STREET,Ardwick,Affixed to vehicle,No Loading At Any Time,£0.00,2
23/04/2020 12:30,-£35.00,Pre-NtO Discount,Chester Road (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 12:33,-£35.00,Pre-NtO Discount,Higher Chatham Street,Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 12:33,-£35.00,Pre-NtO Discount,Higher Chatham Street,Hulme,Affixed to vehicle,No Waiting,£0.00,1
23/04/2020 12:36,-£35.00,Pre-NtO Discount,Chester Road (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 12:37,-£35.00,Pre-NtO Discount,Higher Chatham Street,Hulme,Affixed to vehicle,No Waiting,£0.00,1
23/04/2020 12:53,-£35.00,Pre-NtO Discount,Denmark Road (Hulme),Hulme,Affixed to vehicle,Restricted Area,£0.00,40
23/04/2020 12:54,-£35.00,Pre-NtO Discount,Denmark Road (Hulme),Hulme,Affixed to vehicle,Restricted Area,£0.00,40
23/04/2020 12:59,-£70.00,Post NtO,Scotland,Cheetham,Affixed to vehicle,Restricted Areas,£0.00,1
23/04/2020 13:15,-£70.00,Pre-NtO Full Rate,Booth Street East,Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 13:15,-£35.00,Pre-NtO Discount,Booth Street East,Hulme,Affixed to vehicle,No Waiting,£0.00,1
23/04/2020 13:17,-£35.00,Pre-NtO Discount,Booth Street East,Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 13:18,-£35.00,Pre-NtO Discount,Booth Street East,Hulme,Affixed to vehicle,No Waiting,£0.00,1
23/04/2020 13:34,-£35.00,Pre-NtO Discount,New Elm Road,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 13:45,-£35.00,Pre-NtO Discount,Water Street (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 13:48,-£35.00,Pre-NtO Discount,Water Street (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 14:37,£0.00,Post CC,Pottery Lane (Longsight),Longsight,Affixed to vehicle,Restricted Area,£105.00,2
23/04/2020 14:47,-£35.00,Pre-NtO Discount,Southgate (City Centre),Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23
23/04/2020 16:52,-£35.00,Pre-NtO Discount,Todd Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 17:23,£0.00,Post CC,High Street (City Centre),Piccadilly,Affixed to vehicle,Disabled Persons Parking Place,£105.00,40
23/04/2020 17:27,-£35.00,Pre-NtO Discount,New Bridge Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
23/04/2020 17:41,-£35.00,Pre-NtO Discount,Scotland,Cheetham,Affixed to vehicle,Restricted Areas,£0.00,27
23/04/2020 17:45,-£35.00,Pre-NtO Discount,Scotland,Cheetham,Affixed to vehicle,Restricted Areas,£0.00,1
24/04/2020 08:10,£0.00,Post CC,Red Bank,Cheetham,Affixed to vehicle,Restricted Area,£105.00,1
24/04/2020 08:11,-£35.00,Pre-NtO Discount,Lord Street,Cheetham,Affixed to vehicle,Limited Waiting,£0.00,27
24/04/2020 08:21,£0.00,Pre-NtO Full Rate,LINNET CLOSE,Ardwick,Affixed to vehicle,No Waiting,£70.00,1
24/04/2020 08:44,-£35.00,Post NtO,Old Market Street,Harpurhey,Postal - Prevented From Serving,No Waiting,£0.00,1
24/04/2020 08:54,£0.00,Pre-NtO Full Rate,Mayford Road (Levenshulme),Levenshulme,Affixed to vehicle,GV Loading Bay,£70.00,23
24/04/2020 09:14,-£70.00,Pre-NtO Discount,STYLE STREET,Central,Affixed to vehicle,Restricted Area,£0.00,1
24/04/2020 09:20,-£35.00,Pre-NtO Discount,Naples Street,Piccadilly,Affixed to vehicle,Restricted Parking,£0.00,1
24/04/2020 09:27,-£35.00,Pre-NtO Discount,HATTER STREET,Central,Affixed to vehicle,No Waiting At Any Time,£0.00,1
24/04/2020 09:27,-£35.00,Pre-NtO Discount,HATTER STREET,Central,Affixed to vehicle,No Waiting At Any Time,£0.00,1
24/04/2020 09:34,-£35.00,Pre-NtO Discount,Lloyd Street North,Moss Side,Affixed to vehicle,Restricted Area,£0.00,1
24/04/2020 09:42,£0.00,Cancelled,Broom Lane,Levenshulme,Affixed to vehicle,Restricted Area,£0.00,1
24/04/2020 09:43,-£35.00,Pre-NtO Discount,Broom Lane,Levenshulme,Affixed to vehicle,Restricted Area,£0.00,1
24/04/2020 10:01,-£35.00,Pre-NtO Discount,Cromwell Grove,Levenshulme,Affixed to vehicle,No Waiting,£0.00,1
24/04/2020 10:03,£0.00,Cancelled,Cromwell Grove,Levenshulme,Affixed to vehicle,No Waiting,£0.00,1
24/04/2020 10:14,-£35.00,Pre-NtO Discount,Tatton Grove,Withington,Affixed to vehicle,Parking Place,£0.00,12
24/04/2020 10:16,-£70.00,Pre-NtO Full Rate,Church Street,Piccadilly,Affixed to vehicle,GV Loading Bay,£0.00,25
24/04/2020 10:24,-£35.00,Pre-NtO Discount,Stamford Road (Longsight),Longsight,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
24/04/2020 10:58,-£35.00,Pre-NtO Discount,Marsden Street,Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
24/04/2020 10:59,-£35.00,Pre-NtO Discount,High Street (City Centre),Piccadilly,Affixed to vehicle,GV Loading Bay,£0.00,23
24/04/2020 11:09,-£35.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Handed To Driver,No Waiting At Any Time,£0.00,1
24/04/2020 11:20,£0.00,Pre-NtO Full Rate,Spear Street,Piccadilly,Affixed to vehicle,Restricted Area,£70.00,1
24/04/2020 11:28,£0.00,Post CC,Burlington Street,Hulme,Affixed to vehicle,No Waiting At Any Time,£105.00,1
24/04/2020 11:37,-£35.00,Pre-NtO Full Rate,Denmark Road (Hulme),Hulme,Affixed to vehicle,Restricted Area,£0.00,40
24/04/2020 11:49,-£35.00,Pre-NtO Full Rate,Rosamond Street West,Hulme,Affixed to vehicle,Disabled Bay,£0.00,40
24/04/2020 11:49,-£70.00,Post NtO,Rosamond Street West,Hulme,Affixed to vehicle,Disabled Bay,£0.00,40
24/04/2020 11:55,-£35.00,Pre-NtO Discount,Rosamond Street West,Hulme,Affixed to vehicle,No Loading At Any Time,£0.00,2
24/04/2020 12:56,£0.00,Cancelled,Higher Ardwick,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
24/04/2020 13:05,-£35.00,Pre-NtO Discount,Delaunays Road (Crumpsall),Crumpsall,Affixed to vehicle,Restricted Area,£0.00,12
24/04/2020 13:06,-£35.00,Pre-NtO Discount,George Leigh Street,Anc & Besw,Affixed to vehicle,No Waiting,£0.00,1
24/04/2020 13:07,-£70.00,Post NtO,Delaunays Road (Crumpsall),Crumpsall,Affixed to vehicle,Restricted Area,£0.00,1
24/04/2020 13:09,-£35.00,Pre-NtO Discount,Delaunays Road (Crumpsall),Crumpsall,Affixed to vehicle,Restricted Area,£0.00,12
24/04/2020 13:33,-£35.00,Pre-NtO Discount,Albyns Avenue,Cheetham,Affixed to vehicle,No Waiting At Any Time,£0.00,1
24/04/2020 13:37,£0.00,Post CC,Cheetham Hill Road (Cheetham),Cheetham,Affixed to vehicle,No Loading,£105.00,2
24/04/2020 13:50,-£35.00,Pre-NtO Discount,Wembury Street North,Harpurhey,Affixed to vehicle,No Waiting At Any Time,£0.00,1
24/04/2020 13:53,-£70.00,Post NtO,Wembury Street North,Harpurhey,Affixed to vehicle,No Waiting At Any Time,£0.00,1
24/04/2020 16:05,-£35.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Loading at Any Time,£0.00,2
24/04/2020 16:05,-£35.00,Post NtO,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£0.00,2
24/04/2020 16:07,-£70.00,Pre-NtO Full Rate,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Loading,£0.00,2
24/04/2020 16:40,-£35.00,Pre-NtO Discount,Hathersage Road,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
24/04/2020 16:40,-£35.00,Pre-NtO Discount,Hathersage Road,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
24/04/2020 16:43,-£35.00,Pre-NtO Discount,Hathersage Road,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
24/04/2020 17:18,-£35.00,Pre-NtO Discount,NORTHENDEN PARADE,Northenden,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
24/04/2020 17:26,-£35.00,Pre-NtO Discount,Mill Lane (Northernden),Northenden,Affixed to vehicle,No Waiting At Any Time,£0.00,1
24/04/2020 17:44,-£35.00,Pre-NtO Discount,Barlow Moor Road (DidsburyWest),DidsburyWest,Affixed to vehicle,School Entrance Marking,£0.00,99
24/04/2020 18:13,£0.00,Cancelled,Tatton Grove,Withington,Affixed to vehicle,Parking Place,£0.00,12
24/04/2020 18:14,-£35.00,Pre-NtO Discount,Tatton Grove,Withington,Affixed to vehicle,Parking Place,£0.00,12
25/04/2020 08:09,-£35.00,Pre-NtO Discount,Red Bank (City Centre),Piccadilly,Affixed to vehicle,Restricted Area,£0.00,1
25/04/2020 08:11,£0.00,Post CC,Red Bank,Cheetham,Affixed to vehicle,Restricted Area,£105.00,1
25/04/2020 08:14,-£35.00,Pre-NtO Discount,Red Bank (City Centre),Piccadilly,Affixed to vehicle,Restricted Area,£0.00,1
25/04/2020 08:16,-£70.00,Post NtO,Red Bank,Cheetham,Affixed to vehicle,Restricted Area,£0.00,1
25/04/2020 08:17,-£35.00,Pre-NtO Discount,Red Bank (City Centre),Piccadilly,Affixed to vehicle,Restricted Area,£0.00,1
25/04/2020 08:19,-£35.00,Pre-NtO Discount,Red Bank (City Centre),Piccadilly,Affixed to vehicle,Restricted Area,£0.00,1
25/04/2020 08:22,-£35.00,Pre-NtO Discount,Pollard Street,Anc & Besw,Affixed to vehicle,No Waiting,£0.00,1
25/04/2020 08:22,-£35.00,Pre-NtO Discount,Portsmouth Street,Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
25/04/2020 08:26,-£35.00,Pre-NtO Discount,Pollard Street,Anc & Besw,Affixed to vehicle,No Waiting,£0.00,1
25/04/2020 08:36,-£70.00,Pre-NtO Full Rate,Old Mill Street,Anc & Besw,Affixed to vehicle,Restricted Area,£0.00,40
25/04/2020 08:40,-£35.00,Post NtO,Old Market Street,Harpurhey,Postal - Prevented From Serving,No Waiting,£0.00,1
25/04/2020 08:50,-£35.00,Post NtO,Old Market Street,Harpurhey,Postal - Prevented From Serving,No Waiting,£0.00,1
25/04/2020 08:57,£0.00,Post CC,Oldham Road (Anc&Bes),Anc & Besw,Affixed to vehicle,Restricted Area,£105.00,1
25/04/2020 09:09,-£35.00,Pre-NtO Discount,Grafton Street (Hulme),Hulme,Handed To Driver,Disabled Persons Parking Place,£0.00,40
25/04/2020 10:00,-£35.00,Pre-NtO Discount,Henry Street,Anc & Besw,Affixed to vehicle,No Waiting,£0.00,1
25/04/2020 10:50,-£35.00,Pre-NtO Discount,Red Bank,Cheetham,Affixed to vehicle,Restricted Area,£0.00,1
25/04/2020 11:45,-£35.00,Pre-NtO Discount,Birchin Lane,Piccadilly,Affixed to vehicle,No Waiting At Any Time,£0.00,1
25/04/2020 12:09,-£35.00,Pre-NtO Discount,Hulme High Street,Hulme,Affixed to vehicle,Restricted Area,£0.00,23
25/04/2020 12:13,£0.00,Post CC,Thomas Street (Cheetham),Cheetham,Affixed to vehicle,Restricted Area,£105.00,23
25/04/2020 12:13,-£35.00,Pre-NtO Discount,Hulme High Street,Hulme,Affixed to vehicle,Restricted Area,£0.00,40
25/04/2020 12:46,-£35.00,Pre-NtO Discount,Munday Street,Anc & Besw,Affixed to vehicle,Restricted Area,£0.00,2
25/04/2020 13:30,-£35.00,Post NtO,Dagenham Road,Rusholme,Postal-vehicle drive away,No Waiting At Any Time,£0.00,1
25/04/2020 15:03,£0.00,Post CC,Union Street (Ardwick),Ardwick,Handed To Driver,No Waiting At Any Time,£105.00,1
25/04/2020 15:09,£0.00,Post CC,Stenner Lane (DidsburyEast),DidsburyEast,Affixed to vehicle,No Waiting At Any Time,£105.00,1
25/04/2020 15:13,-£35.00,Pre-NtO Discount,Stenner Lane (DidsburyEast),DidsburyEast,Affixed to vehicle,No Waiting At Any Time,£0.00,1
25/04/2020 15:17,-£35.00,Pre-NtO Discount,Stenner Lane (DidsburyEast),DidsburyEast,Affixed to vehicle,No Waiting At Any Time,£0.00,1
25/04/2020 15:19,-£70.00,Pre-NtO Full Rate,Stenner Lane (DidsburyEast),DidsburyEast,Affixed to vehicle,No Waiting At Any Time,£0.00,1
25/04/2020 16:23,£0.00,Pre-NtO Full Rate,Rayburn Way,Cheetham,Affixed to vehicle,Restricted Area,£70.00,1
25/04/2020 16:48,£0.00,Cancelled,Broughton Lane,Cheetham,Affixed to vehicle,No Waiting At Any Time,£0.00,1
26/04/2020 08:46,-£70.00,Pre-NtO Full Rate,Brookfield Road,Crumpsall,Affixed to vehicle,No Waiting At Any Time,£0.00,1
26/04/2020 08:46,-£35.00,Pre-NtO Discount,Brookfield Road,Crumpsall,Affixed to vehicle,No Waiting At Any Time,£0.00,1
26/04/2020 09:27,£0.00,Post CC,Water Street,Harpurhey,Affixed to vehicle,Restricted Area,£105.00,1
26/04/2020 09:27,-£35.00,Pre-NtO Discount,Water Street (City Centre),Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
26/04/2020 09:30,£0.00,Cancelled,Water Street,Harpurhey,Affixed to vehicle,Restricted Area,£0.00,1
26/04/2020 13:02,-£35.00,Pre-NtO Full Rate,Evesham Avenue (Baguley),Baguley,Affixed to vehicle,No Waiting At Any Time,£0.00,1
26/04/2020 13:06,-£35.00,Pre-NtO Full Rate,Evesham Avenue (Baguley),Baguley,Affixed to vehicle,No Waiting At Any Time,£0.00,1
26/04/2020 13:39,£0.00,Post CC,Rusholme Place,Rusholme,Affixed to vehicle,Restricted Area,£105.00,2
26/04/2020 16:24,-£35.00,Pre-NtO Discount,Mitre Road,Longsight,Affixed to vehicle,No Waiting At Any Time,£0.00,1
26/04/2020 16:28,-£35.00,Pre-NtO Discount,Mitre Road,Longsight,Affixed to vehicle,No Loading at Any Time,£0.00,2
26/04/2020 16:30,-£35.00,Pre-NtO Discount,Pandora Street,DidsburyWest,Affixed to vehicle,No Waiting At Any Time,£0.00,1
26/04/2020 17:26,-£105.00,Post CC,Cheetham Hill Road,Cheetham,Postal-vehicle drive away,Restricted Area,£0.00,2
26/04/2020 17:30,-£35.00,Pre-NtO Discount,Albyns Avenue,Cheetham,Affixed to vehicle,No Waiting At Any Time,£0.00,1
26/04/2020 17:38,£0.00,Post CC,Halliwell Lane,Cheetham,Affixed to vehicle,No Waiting At Any Time,£105.00,27
27/04/2020 08:28,£0.00,Pre-NtO Full Rate,Spear Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting At Any Time,£70.00,1
27/04/2020 08:58,-£70.00,Pre-NtO Full Rate,Crown Lane,Piccadilly,Affixed to vehicle,Restricted Area,£0.00,1
27/04/2020 09:05,-£35.00,Pre-NtO Discount,Lord Street,Cheetham,Affixed to vehicle,No Waiting,£0.00,1
27/04/2020 09:15,-£35.00,Pre-NtO Discount,Cheetham Hill Road,Cheetham,Affixed to vehicle,Restricted Area,£0.00,2
27/04/2020 09:17,£0.00,Post CC,Cheetham Hill Road (Cheetham),Cheetham,Affixed to vehicle,No Loading,£105.00,2
27/04/2020 09:21,-£35.00,Pre-NtO Full Rate,Cheetham Hill Road,Cheetham,Affixed to vehicle,Restricted Area,£0.00,2
27/04/2020 09:33,£0.00,Cancelled,Stocks Street,Cheetham,Affixed to vehicle,No Waiting At Any Time,£0.00,1
27/04/2020 09:35,£0.00,Post CC,Stocks Street,Cheetham,Affixed to vehicle,No Waiting At Any Time,£105.00,1
27/04/2020 09:41,-£35.00,Pre-NtO Discount,Stocks Street,Cheetham,Affixed to vehicle,No Waiting At Any Time,£0.00,1
27/04/2020 09:43,-£35.00,Pre-NtO Discount,Stocks Street,Cheetham,Affixed to vehicle,No Waiting At Any Time,£0.00,1
27/04/2020 09:45,£0.00,Pre-NtO Full Rate,Stocks Street,Cheetham,Affixed to vehicle,No Waiting At Any Time,£70.00,1
27/04/2020 09:46,£0.00,Post CC,Stocks Street,Cheetham,Affixed to vehicle,No Waiting At Any Time,£105.00,1
27/04/2020 12:04,-£35.00,Pre-NtO Discount,Cleveland Road,Crumpsall,Affixed to vehicle,Restricted Area,£0.00,1
27/04/2020 12:16,-£35.00,Pre-NtO Discount,Higher Chatham Street,Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
